Khái niệm \"đường bộ\" được hiểu như thế nào là đúng? Đường bộ gồm:|1- Đường, cầu đường bộ.|2- Hầm đường bộ, bến phà đường bộ.|3- Đường, cầu đường bộ, hầm đường bộ, bến phà đường bộ và các công trình phụ trợ khác.|||3|1|1|2|1|1
Trong hình dưới đây, xe nào chấp hành đúng quy tắc giao thông?|1- Chỉ xe khách, mô tô.|2.Tất cả các loại xe trên.|3- Không xe nào chấp hành đúng quy tắc giao thông.||407|2|7|1|1|1|1
Theo hướng mũi tên, những hướng nào xe mô tô được phép đi?|1- Cả ba hướng.|2- Hướng 1 và 2.|3- Hướng 1 và 3.|4- Hướng 2 và 3.|408|4|7|2|1|1|1
Trong trường hợp này, thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe công an, xe quân sự, xe con + mô tô.|2- Xe quân sự, xe công an, xe con + mô tô.|3- Xe mô tô + xe con, xe quân sự, xe công an.||409|2|7|1|1|1|1
Xe nào phải nhường đường là đúng quy tắc giao thông?|1- Xe A.|2- Xe B.|||410|1|7|0|1|1|1
Xe con quay đầu đi ngược lại như hình vẽ dưới có vi phạm quy tắc giao thông không?|1- Không vi phạm.|2- Vi phạm.|||411|2|7|0|1|1|1
Trong hình dưới, những xe nào vi phạm quy tắc giao thông?|1- Xe con (E), mô tô (C).|2- Xe tải (A), mô tô (D).|3- Xe khách (B), mô tô (C).|4- Xe khách (B), mô tô (D).|412|1|7|1|1|1|1
Để điều khiển cho xe đi thẳng, người lái xe phải làm gì là đúng quy tắc giao thông?|1- Nhường xe con rẽ trái trước.|2- Đi thẳng không nhường.|||413|1|7|0|1|1|1
Người lái xe điều khiển xe chạy theo hướng nào là đúng quy tắc giao thông?|1- Chỉ hướng 2.|2- Hướng 1 và 2.|3- Tất cả các hướng trừ hướng 3.|4- Tất cả các hướng trừ hướng 4.|414|2|7|0|1|1|1
Xe nào phải nhường đường là đúng quy tắc giao thông?|1- Xe đỏ (A).|2- Xe xanh (B).|||415|2|7|0|1|0|1
Người lái xe điều khiển xe rẽ trái như thế nào là đúng quy tắc giao thông?|1- Rẽ trái ngay trước xe buýt.|2- Nhường đường cho xe tải.|3- Nhường đường cho xe buýt và xe tải.||416|4|7|0|1|2|1
Trong hình dưới, những xe nào vi phạm quy tắc giao thông?|1- Xe con (B), mô tô (C).|2- Xe con (A), mô tô (C).|3- Xe con (E), mô tô (D).|4- Tất cả các loại xe trên.|417|4|7|2|1|1|1
Xe nào đi trước là đúng quy tắc giao thông?|1- Xe của bạn.|2- Xe tải.|||418|2|7|0|1|1|1
Người lái xe có thể quay đầu xe như thế nào là đúng quy tắc giao thông?|1- Quay đầu theo hướng A.|2- Quay đầu theo hướng B.|3- Cấm quay đầu.||419|4|7|0|1|1|1
Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?|1- Xe con và xe tải, xe của bạn.|2- Xe của bạn, xe tải, xe con.|3- Xe của bạn và xe con, xe tải.|4- Xe của bạn - xe tải + xe con.|420|4|7|0|1|1|1
Khi muốn vượt xe tải, người lái xe phải làm gì là đúng quy tắc giao thông?|1- Tăng tốc cho xe chạy vượt qua.|2- Bật tín hiệu báo hiệu bằng đèn hoặc còi, khi đủ điều kiện an toàn, tăng tốc cho xe chạy vượt qua.|3- Đánh lái sang làn bên trái và tăng tốc cho xe chạy vượt qua.||421|2|7|0|1|1|1
Theo tín hiệu đèn, xe nào phải dừng lại là đúng quy tắc giao thông?|1- Xe khách, mô tô.|2- Xe tải, mô tô.|3- Xe con, xe tải.||422|4|7|1|1|1|1
Xe nào phải nhường đường là đúng quy tắc giao thông?|1- Xe tải.|2- Xe khách.|3- Xe con.||423|2|7|0|1|1|1
Người lái xe có được vượt xe tải để đi thẳng trong trường hợp này không?|1- Được vượt.|2- Cấm vượt.|||424|2|7|0|1|1|1
Bạn có được phép vượt xe mô tô phía trước không?|1- Cho phép.|2- Không được vượt.|||425|2|7|1|1|1|1
Người lái xe dừng xe tại vị trí nào là đúng quy tắc giao thông?|1- Vị trí A và B.|2- Vị trí A và C.|3- Vị trí B và C.|4- Cả ba vị trí A, B, C.|426|4|7|0|1|1|1
Bạn được dừng xe ở vị trí nào trong tình huống này?|1- Được phép dừng ở vị trí A.|2- Được phép dừng ở vị trí B|3- Được phép dừng ở vị trí A. và B.|4- Không được dừng.|427|8|7|0|1|1|1
Theo tín hiệu đèn của xe cơ giới, xe nào vi phạm quy tắc giao thông?|1- Xe mô tô.|2- Xe ô tô con.|3- Không xe nào vi phạm.|4- Không xe nào vi phạm.|428|3|7|1|1|1|1
Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?|1- Xe con.|2- Xe tải.|3- Xe con, xe tải.||429|2|7|1|1|1|1
Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?|1- Xe tải, xe con.|2- Xe khách, xe con.|3- Xe khách, xe tải.||430|4|7|1|1|1|1
Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?|1- Xe con, xe tải, xe khách.|2- Xe tải, xe khách, xe mô tô.|3- Xe khách, xe mô tô, xe con.|4- Cả bốn xe.|431|2|7|2|1|1|1
Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?|1- Xe khách, xe tải.|2- Xe khách, xe con.|3- Xe con, xe tải.|4- Xe khách, xe tải, xe con.|432|1|7|0|1|1|1
Trong tình huống dưới đây, để tránh xe phía trước bị hỏng đột xuất trên đường, người lái xe phải làm gì?|1- Đánh lái sang trái cho xe vượt.|2- Quan sát phía trước, phía sau, khi đủ điều kiện an toàn, bật tín hiệu bằng đèn hoặc còi rồi cho xe chạy vượt qua.|3- Cấm vượt.||433|2|7|0|1|1|1
Các xe đi theo hướng mũi tên, xe nào chấp hành đúng quy tắc giao thông?|1- Xe tải, mô tô.|2- Xe khách, mô tô.|3- Xe tải, xe con.|4- Mô tô, xe con.|434|2|7|2|1|1|1
Trong hình dưới, những xe nào vi phạm quy tắc giao thông?|1- Xe con (A), xe con (B), xe tải (D).|2- Xe tải (D), xe con (E), xe buýt (G).|3- Xe tải (D), xe con (B).|4- Xe con (B), xe con (C).|435|4|7|0|1|0|1
Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?|1- Xe của bạn, mô tô, xe con.|2- Xe con, xe của bạn, mô tô.|3- Mô tô, xe con, xe của bạn.||436|4|7|1|1|1|1
Các xe đi theo thứ tự nào là đúng quy tắc giao thông đường bộ?|1- Xe của bạn, mô tô, xe con.|2- Xe con, xe của bạn, mô tô.|3- Mô tô, xe con, xe của bạn.||437|2|7|1|1|1|1
Xe nào phải dừng lại trong trường hợp này?|1- Xe con.|2- Xe của bạn.|3- Cả hai xe.||438|1|7|0|1|1|1
Xe của bạn được đi theo hướng nào trong trường hợp này?|1- Đi thẳng.|2- Đi thẳng hoặc rẽ phải.|3- Rẽ trái.||439|5|7|0|1|1|1
Xe của bạn được đi theo hướng nào trong trường hợp này?|1- Chuyển sang làn đường bên phải và rẽ phải.|2- Dừng lại trước vạch dừng và rẽ phải khi đèn xanh.|3- Dừng lại trước vạch dừng và đi thẳng khi đèn xanh.|4- Dừng lại trước vạch dừng và rẽ trái khi đèn xanh.|440|12|7|0|1|1|1
Bạn xử lý như thế nào trong trường hợp này?|1- Tăng tốc độ, rẽ phải trước xe tải và xe đạp.|3- Giảm tốc độ, rẽ phải sau xe tải và xe đạp.|3- Tăng tốc độ, rẽ phải trước xe đạp.||441|2|7|0|1|1|1
Bạn xử lý như thế nào trong trường hợp này?|1- Tăng tốc độ, rẽ phải trước xe con màu xanh phía trước và người đi bộ.|2- Giảm tốc độ, để người đi bộ qua đường và rẽ phải trước xe con màu xanh.|3- Giảm tốc độ, để người đi bộ qua đường và rẽ phải sau xe con màu xanh.||442|4|7|0|1|1|1
Bạn xử lý như thế nào trong trường hợp này?|1- Nhường đường cho xe khách và đi trước xe đạp.|2- Nhường đường cho xe đạp và đi trước xe khách.|3- Nhường đường cho xe đạp và xe khách.||443|4|7|0|1|1|1
Xe nào phải nhường đường trong trường hợp này?|1- Xe con.|2- Xe tải.|3- Xe của bạn.||444|2|7|0|1|1|1
Xe nào phải nhường đường trong trường hợp này?|1- Xe đi ngược chiều.|2- Xe của bạn.|||445|2|7|0|1|1|1
Bạn xử lý như thế nào khi lái xe ô tô vượt qua đoàn người đi xe đạp có tổ chức?|1- Tăng tốc độ, chuyển sang làn đường bên trái để vượt.|2- Không được vượt những người đi xe đạp.|||446|2|7|0|1|1|1
Phía trước có một xe đang lùi vào nơi đỗ, xe con phía trước đang chuyển sang làn đường bên trái, bạn xử lý như thế nào trong trường hợp này?|1- Nếu phía sau không có xe xin vượt, chuyển sang làn đường bên trái.|2- Nếu phía sau có xe xin vượt, thì giảm tốc độ, ở lại làn đường, dừng lại khi cần thiết.|3- Tăng tốc độ trên làn đường của mình và vượt xe con.||447|3|7|0|1|1|1
Bạn xử lý như thế nào khi xe phía trước đang lùi ra khỏi nơi đỗ?|1- Chuyển sang nữa đường bên trái để đi tiếp.|2- Bấm còi, nháy đèn báo hiệu và đi tiếp.|3- Giảm tốc độ, dừng lại nhường đường.||448|4|7|0|1|1|1
Phía trước có một xe màu xanh đang vượt xe màu vàng trên làn đường của bạn, bạn xử lý như thế nào trong trường hợp này?|1- Phanh xe giảm tốc độ và đi sát lề đường bên phải.|2- Bấm còi, nháy đèn báo hiệu, giữ nguyên tốc độ và đi tiếp.|3- Phanh xe giảm tốc độ và đi sát lề đường bên trái.||449|1|7|0|1|1|1
Xe tải phía trước có tín hiệu xin chuyển làn đường, bạn xử lý như thế nào trong trường hợp này?|1- Bật tín hiệu xin chuyển làn đường sang trái để vượt xe tải.|2- Phanh xe giảm tốc độ chờ xe tải phía trước chuyển làn đường.|3- Bấm còi báo hiệu và vượt qua xe tải trên làn đường của mình.||450|2|7|0|1|1|1
